wavelength_nm,irradiance_w_m2_nm
1611.0,0.22039
1612.0,0.22422
1613.0,0.23047
1614.0,0.23162
1615.0,0.2342
1616.0,0.22395
1617.0,0.22798
1618.0,0.2366
1619.0,0.23415
1620.0,0.22783
1621.0,0.22765
1622.0,0.23081
1623.0,0.23559
1624.0,0.23582
1625.0,0.23109
1626.0,0.23294
1627.0,0.23398
1628.0,0.23446
1629.0,0.23456
1630.0,0.22984
1631.0,0.23136
1632.0,0.23151
1633.0,0.22614
1634.0,0.22628
1635.0,0.22712
1636.0,0.22879
1637.0,0.22064
1638.0,0.21393
1639.0,0.2141
1640.0,0.20913
1641.0,0.21348
1642.0,0.21467
1643.0,0.20939
1644.0,0.21733
1645.0,0.21216
1646.0,0.21147
1647.0,0.22135
1648.0,0.21057
1649.0,0.21261
1650.0,0.21902
1651.0,0.20281
1652.0,0.21754
1653.0,0.21661
1654.0,0.20991
1655.0,0.21619
1656.0,0.21494
1657.0,0.21613
1658.0,0.2187
1659.0,0.21514
1660.0,0.21721
1661.0,0.21774
1662.0,0.21313
1663.0,0.2163
1664.0,0.21498
1665.0,0.20607
1666.0,0.17411
1667.0,0.20502
1668.0,0.20881
1669.0,0.20939
1670.0,0.21573
1671.0,0.21294
1672.0,0.20582
1673.0,0.21052
1674.0,0.21002
1675.0,0.20793
1676.0,0.20584
1677.0,0.20668
1678.0,0.20365
1679.0,0.20741
1680.0,0.20017
1681.0,0.18936
1682.0,0.1983
1683.0,0.20357
1684.0,0.19283
1685.0,0.20763
1686.0,0.20476
1687.0,0.19951
1688.0,0.20465
1689.0,0.20178
1690.0,0.19991
1691.0,0.18808
1692.0,0.20174
1693.0,0.20587
1694.0,0.1995
1695.0,0.20427
1696.0,0.20383
1697.0,0.17649
1698.0,0.20207
1699.0,0.20024
1700.0,0.19464
1702.0,0.19874
1705.0,0.19275
1710.0,0.18316
1715.0,0.1849
1720.0,0.18231
1725.0,0.17367
1730.0,0.16979
1735.0,0.15758
1740.0,0.16405
1745.0,0.15105
1750.0,0.16162
1755.0,0.14931
1760.0,0.15608
1765.0,0.12967
1770.0,0.13831
1775.0,0.11213
1780.0,0.098143
1785.0,0.075201
1790.0,0.086831
1795.0,0.045864
1800.0,0.031112
1805.0,0.014485
1810.0,0.0094762
1815.0,0.0032093
1820.0,0.00096578
1825.0,0.0012463
1830.0,5.0896e-06
1835.0,6.2784e-06
1840.0,6.1337e-08
1845.0,6.1298e-06
1850.0,2.9348e-06
1855.0,2.7795e-07
1860.0,1.092e-05
1865.0,1.6644e-05
1870.0,2.6148e-10
1875.0,4.4296e-10
1880.0,7.6123e-05
1885.0,4.3129e-05
1890.0,0.00021956
1895.0,0.00012743
1900.0,8.4916e-07
1905.0,5.5798e-07
1910.0,2.2726e-05
1915.0,1.9673e-05
1920.0,0.00044451
1925.0,0.00092326
1930.0,0.00054474
1935.0,0.0035428
1940.0,0.0032357
1945.0,0.010707
1950.0,0.016482
1955.0,0.009886
1960.0,0.021569
1965.0,0.028114
1970.0,0.048055
1975.0,0.06673
1980.0,0.074234
1985.0,0.081625
1990.0,0.084124
1995.0,0.079787
2000.0,0.037491
2005.0,0.014747
2010.0,0.039071
2015.0,0.026208
2020.0,0.044239
2025.0,0.072779
2030.0,0.08346
2035.0,0.094808
2040.0,0.088344
2045.0,0.089636
2050.0,0.066892
2055.0,0.05409
2060.0,0.068157
2065.0,0.060962
2070.0,0.064715
2075.0,0.076305
2080.0,0.085528
2085.0,0.083847
2090.0,0.087779
2095.0,0.088421
2100.0,0.084869
2105.0,0.091771
2110.0,0.08832
2115.0,0.090308
2120.0,0.086281
2125.0,0.087303
2130.0,0.088422
2135.0,0.088679
2140.0,0.08939
2145.0,0.088132
2150.0,0.083369
2155.0,0.083566
2160.0,0.082912
2165.0,0.075175
2170.0,0.080776
2175.0,0.079257
2180.0,0.080597
2185.0,0.073458
2190.0,0.077905
2195.0,0.077833
2200.0,0.070175
2205.0,0.072947
2210.0,0.078174
2215.0,0.075189
2220.0,0.076631
2225.0,0.0744
2230.0,0.074727
2235.0,0.07329
2240.0,0.07214
2245.0,0.069911
2250.0,0.071034
2255.0,0.066865
2260.0,0.066143
2265.0,0.067355
2270.0,0.064138
2275.0,0.063309
2280.0,0.065551
2285.0,0.062389
2290.0,0.062534
2295.0,0.060603
2300.0,0.058193
2305.0,0.058544
2310.0,0.063189
2315.0,0.057528
2320.0,0.051489
2325.0,0.055626
2330.0,0.056231
2335.0,0.057362
2340.0,0.045366
2345.0,0.050869
2350.0,0.041115
2355.0,0.046988
2360.0,0.049724
2365.0,0.048909
2370.0,0.030514
2375.0,0.043704
2380.0,0.042128
2385.0,0.030525
2390.0,0.036748
2395.0,0.040199
2400.0,0.043726
2405.0,0.033286
2410.0,0.033504
2415.0,0.027058
2420.0,0.026358
2425.0,0.032802
2430.0,0.044725
2435.0,0.014765
2440.0,0.042926
2445.0,0.020657
2450.0,0.013523
2455.0,0.024695
2460.0,0.033157
2465.0,0.024009
2470.0,0.016635
2475.0,0.016368
2480.0,0.0079996
2485.0,0.005584
2490.0,0.0034957
2495.0,0.0028647
2500.0,0.0070328
2505.0,0.0015124
2510.0,0.0022063
2515.0,0.00051644
2520.0,0.00036879
2525.0,4.1194e-05
2530.0,6.3279e-07
2535.0,1.7415e-07
2540.0,3.7521e-07
2545.0,5.3469e-11
2550.0,2.8066e-13
2555.0,1.0377e-09
2560.0,3.0842e-11
2565.0,1.5846e-14
2570.0,1.5151e-18
2575.0,1.0708e-27
2580.0,3.7933e-22
2585.0,1.7064e-34
2590.0,5.4369e-31
2595.0,2.2666e-33
2600.0,4.4556e-28
2605.0,5.7592e-35
2610.0,5.897e-34
2615.0,1.1106e-37
2620.0,5.6056e-29
2625.0,3.8378e-28
2630.0,2.8026e-45
2635.0,3.8719e-16
2640.0,1.1657e-16
2645.0,8.9292e-19
2650.0,1.4186e-19
2655.0,1.3036e-27
2660.0,2.588e-25
2665.0,1.1045e-37
2670.0,0.0
2675.0,0.0
2680.0,0.0
2685.0,0.0
2690.0,1.0178e-29
2695.0,7.1014e-33
2700.0,0.0
2705.0,2.9273e-42
2710.0,1.1239e-35
2715.0,3.8549e-26
2720.0,5.6052e-45
2725.0,7.3094e-22
2730.0,6.0929e-19
2735.0,5.5121e-21
2740.0,2.3435e-27
2745.0,1.3224e-23
2750.0,1.6758e-28
2755.0,6.7262e-44
2760.0,0.0
2765.0,2.7001e-27
2770.0,8.4528e-24
2775.0,4.036e-38
2780.0,4.8532e-34
2785.0,3.9255e-27
2790.0,1.2295e-16
2795.0,3.6591e-16
2800.0,1.6665e-12
2805.0,6.8228e-14
2810.0,4.0695e-10
2815.0,2.9018e-10
2820.0,2.0789e-11
2825.0,1.7814e-07
2830.0,3.9475e-06
2835.0,2.1533e-10
2840.0,1.9849e-07
2845.0,4.1074e-05
2850.0,1.1708e-06
2855.0,4.5425e-07
2860.0,2.5672e-05
2865.0,0.00016974
2870.0,6.3922e-06
2875.0,0.00039663
2880.0,0.00025037
2885.0,0.00045906
2890.0,0.0001886
2895.0,0.0026982
2900.0,0.00082183
2905.0,0.00011237
2910.0,0.0027566
2915.0,0.0012742
2920.0,0.0029316
2925.0,0.0010973
2930.0,0.0059606
2935.0,0.0065725
2940.0,0.0016479
2945.0,0.0014673
2950.0,0.0052935
2955.0,0.0023655
2960.0,0.0046549
2965.0,0.0075313
2970.0,0.00035676
2975.0,0.00086499
2980.0,0.0013548
2985.0,0.0070495
2990.0,0.010407
2995.0,0.0043286
3000.0,0.0079442
3005.0,0.0029261
3010.0,0.006932
3015.0,0.0056232
3020.0,0.00064143
3025.0,0.0075948
3030.0,0.0061491
3035.0,0.002529
3040.0,0.0020487
3045.0,0.0042599
3050.0,0.0010446
3055.0,0.00029295
3060.0,0.0063761
3065.0,0.0029458
3070.0,0.0017699
3075.0,0.0060928
3080.0,0.0036646
3085.0,0.0017876
3090.0,0.002408
3095.0,0.00066266
3100.0,0.0044513
3105.0,0.00093203
3110.0,0.00085524
3115.0,0.0022932
3120.0,0.0099294
3125.0,0.0030625
3130.0,0.0058246
3135.0,0.011571
3140.0,0.0033603
3145.0,0.0032869
3150.0,0.0067457
3155.0,0.0056965
3160.0,0.0093294
3165.0,0.014163
3170.0,0.012645
3175.0,0.0093252
3180.0,0.01073
3185.0,0.0081644
3190.0,0.0042817
3195.0,0.0027197
3200.0,0.0004428
3205.0,0.0003128
3210.0,0.00013768
3215.0,0.00050237
3220.0,0.0016245
3225.0,0.00020066
3230.0,0.00034404
3235.0,0.0073625
3240.0,0.0037816
3245.0,0.00074096
3250.0,0.0026308
3255.0,0.010029
3260.0,0.001236
3265.0,0.0024686
3270.0,0.0012292
3275.0,0.0059758
3280.0,0.002889
3285.0,0.011223
3290.0,0.008831
3295.0,0.0012337
3300.0,0.0017944
3305.0,0.0039746
3310.0,0.0039565
3315.0,1.6269e-05
3320.0,6.0496e-05
3325.0,0.0035486
3330.0,0.0047014
3335.0,0.009147
3340.0,0.0034903
3345.0,0.0035722
3350.0,0.0080998
3355.0,0.0036642
3360.0,0.0052892
3365.0,0.0072591
3370.0,0.003977
3375.0,0.0085388
3380.0,0.0051624
3385.0,0.007565
3390.0,0.0099552
3395.0,0.0096446
3400.0,0.012638
3405.0,0.0045061
3410.0,0.0071547
3415.0,0.0073543
3420.0,0.013305
3425.0,0.010112
3430.0,0.008781
3435.0,0.011673
3440.0,0.0081181
3445.0,0.011434
3450.0,0.011267
3455.0,0.0083938
3460.0,0.012657
3465.0,0.0099163
3470.0,0.012386
3475.0,0.011051
3480.0,0.011335
3485.0,0.012212
3490.0,0.01052
3495.0,0.012383
3500.0,0.012032
3505.0,0.011923
3510.0,0.012077
3515.0,0.011598
3520.0,0.012226
3525.0,0.011523
3530.0,0.011217
3535.0,0.0095305
3540.0,0.0091011
3545.0,0.0096154
3550.0,0.010616
3555.0,0.0091245
3560.0,0.010872
3565.0,0.010928
3570.0,0.0083951
3575.0,0.0087028
3580.0,0.010255
3585.0,0.0092282
3590.0,0.0095145
3595.0,0.0097329
3600.0,0.010328
3605.0,0.010425
3610.0,0.0095385
3615.0,0.0095318
3620.0,0.011686
3625.0,0.010302
3630.0,0.010016
3635.0,0.010362
3640.0,0.011549
3645.0,0.010663
3650.0,0.010183
3655.0,0.011042
3660.0,0.010978
3665.0,0.010313
3670.0,0.0079464
3675.0,0.0048569
3680.0,0.0083789
3685.0,0.0094906
3690.0,0.0097458
3695.0,0.010188
3700.0,0.010937
3705.0,0.010827
3710.0,0.009413
3715.0,0.0092731
3720.0,0.010429
3725.0,0.010751
3730.0,0.0093169
3735.0,0.008626
3740.0,0.0088923
3745.0,0.01038
3750.0,0.0093341
3755.0,0.0090336
3760.0,0.0089041
3765.0,0.0085891
3770.0,0.0091649
3775.0,0.0090918
3780.0,0.0096158
3785.0,0.0088498
3790.0,0.0077891
3795.0,0.0089056
3800.0,0.0098988
3805.0,0.0093414
3810.0,0.0082771
3815.0,0.0077867
3820.0,0.0096908
3825.0,0.0095402
3830.0,0.0096268
3835.0,0.007719
3840.0,0.0090066
3845.0,0.0088097
3850.0,0.0088569
3855.0,0.0085365
3860.0,0.0080197
3865.0,0.0081248
3870.0,0.0073839
3875.0,0.0067832
3880.0,0.0065543
3885.0,0.0067926
3890.0,0.0069028
3895.0,0.0074983
3900.0,0.0079487
3905.0,0.00795
3910.0,0.007156
3915.0,0.007007
3920.0,0.0069665
3925.0,0.0068714
3930.0,0.0070699
3935.0,0.0073743
3940.0,0.0074228
3945.0,0.0075613
3950.0,0.0076475
3955.0,0.0077399
3960.0,0.0077679
3965.0,0.0078253
3970.0,0.0076997
3975.0,0.007528
3980.0,0.0074049
3985.0,0.0074503
3990.0,0.0073894
3995.0,0.0072263
4000.0,0.0071199
